Comune;Provincia;Prov;Regione;Latitude;Longitude;Latitudine Prov;Longitudine Prov;Numero Abitanti;CAP;Prefisso;Cod Istat
Fabbrica Curone;Alessandria;AL;Piemonte;44,7561100000;9,1547200000;44,9141700000;8,6172200000;732;15054;131;1006067
Felizzano;Alessandria;AL;Piemonte;44,9002800000;8,4400000000;44,9141700000;8,6172200000;2475;15023;131;1006068
Fraconalto;Alessandria;AL;Piemonte;44,5944400000;8,8777800000;44,9141700000;8,6172200000;364;15060;10;1006069
Francavilla Bisio;Alessandria;AL;Piemonte;44,7336100000;8,7355600000;44,9141700000;8,6172200000;512;15060;143;1006070
Frascaro;Alessandria;AL;Piemonte;44,8280600000;8,5316700000;44,9141700000;8,6172200000;458;15010;131;1006071
Frassinello Monferr;Alessandria;AL;Piemonte;45,0333300000;8,3869400000;44,9141700000;8,6172200000;549;15035;142;1006072
Frassineto Po;Alessandria;AL;Piemonte;45,1350000000;8,5352800000;44,9141700000;8,6172200000;1463;15040;142;1006073
Fresonara;Alessandria;AL;Piemonte;44,7836100000;8,6861100000;44,9141700000;8,6172200000;730;15064;143;1006074
Frugarolo;Alessandria;AL;Piemonte;44,8411100000;8,6811100000;44,9141700000;8,6172200000;1997;15065;131;1006075
Fubine;Alessandria;AL;Piemonte;44,9625000000;8,4302800000;44,9141700000;8,6172200000;1679;15043;131;1006076
Gabiano;Alessandria;AL;Piemonte;45,1586100000;8,1938900000;44,9141700000;8,6172200000;1250;15020;142;1006077
Gamalero;Alessandria;AL;Piemonte;44,8094400000;8,5416700000;44,9141700000;8,6172200000;852;15010;131;1006078
Garbagna;Alessandria;AL;Piemonte;44,7816700000;8,9983300000;44,9141700000;8,6172200000;721;15050;131;1006079
Gavazzana;Alessandria;AL;Piemonte;44,7772200000;8,8855600000;44,9141700000;8,6172200000;171;15063;143;1006080
Gavi;Alessandria;AL;Piemonte;44,6891700000;8,8027800000;44,9141700000;8,6172200000;4744;15066;143;1006081
Giarole;Alessandria;AL;Piemonte;45,0622200000;8,5666700000;44,9141700000;8,6172200000;743;15036;142;1006082
Gremiasco;Alessandria;AL;Piemonte;44,7977800000;9,1066700000;44,9141700000;8,6172200000;362;15056;131;1006083
Grognardo;Alessandria;AL;Piemonte;44,6316700000;8,4919400000;44,9141700000;8,6172200000;302;15010;144;1006084
Grondona;Alessandria;AL;Piemonte;44,6977800000;8,9677800000;44,9141700000;8,6172200000;549;15060;143;1006085
Guazzora;Alessandria;AL;Piemonte;45,0158300000;8,8458300000;44,9141700000;8,6172200000;322;15050;131;1006086
Isola Sant'Antonio;Alessandria;AL;Piemonte;45,0316700000;8,8508300000;44,9141700000;8,6172200000;744;15050;131;1006087
Lerma;Alessandria;AL;Piemonte;44,6358300000;8,7091700000;44,9141700000;8,6172200000;879;15070;143;1006088
Lu;Alessandria;AL;Piemonte;45,0030600000;8,4825000000;44,9141700000;8,6172200000;1170;15040;131;1006089
Malvicino;Alessandria;AL;Piemonte;44,5616700000;8,4130600000;44,9141700000;8,6172200000;96;15015;144;1006090
Masio;Alessandria;AL;Piemonte;44,8713900000;8,4105600000;44,9141700000;8,6172200000;1475;15024;131;1006091
Melazzo;Alessandria;AL;Piemonte;44,6452800000;8,4258300000;44,9141700000;8,6172200000;1327;15010;144;1006092
Merana;Alessandria;AL;Piemonte;44,5188900000;8,2894400000;44,9141700000;8,6172200000;190;15010;144;1006093
Mirabello Monferrat;Alessandria;AL;Piemonte;45,0366700000;8,5222200000;44,9141700000;8,6172200000;1399;15040;142;1006094
Molare;Alessandria;AL;Piemonte;44,6213900000;8,5994400000;44,9141700000;8,6172200000;2255;15074;143;1006095
Molino dei Torti;Alessandria;AL;Piemonte;45,0241700000;8,8930600000;44,9141700000;8,6172200000;687;15050;131;1006096
Mombello Monferrato;Alessandria;AL;Piemonte;45,1350000000;8,2522200000;44,9141700000;8,6172200000;1099;15020;142;1006097
Momperone;Alessandria;AL;Piemonte;44,8397200000;9,0363900000;44,9141700000;8,6172200000;218;15050;131;1006098
Moncestino;Alessandria;AL;Piemonte;45,1555600000;8,1625000000;44,9141700000;8,6172200000;242;15020;142;1006099
Mongiardino Ligure;Alessandria;AL;Piemonte;44,6361100000;9,0661100000;44,9141700000;8,6172200000;182;15060;143;1006100
Monleale;Alessandria;AL;Piemonte;44,8861100000;8,9744400000;44,9141700000;8,6172200000;599;15059;131;1006101
Montacuto;Alessandria;AL;Piemonte;44,7677800000;9,1055600000;44,9141700000;8,6172200000;308;15050;131;1006102
Montaldeo;Alessandria;AL;Piemonte;44,6725000000;8,7330600000;44,9141700000;8,6172200000;292;15060;143;1006103
Montaldo Bormida;Alessandria;AL;Piemonte;44,6827800000;8,5872200000;44,9141700000;8,6172200000;709;15010;143;1006104
Montecastello;Alessandria;AL;Piemonte;44,9505600000;8,6863900000;44,9141700000;8,6172200000;321;15040;131;1006105
Montechiaro d'Acqui;Alessandria;AL;Piemonte;44,5955600000;8,3783300000;44,9141700000;8,6172200000;580;15010;144;1006106
Montegioco;Alessandria;AL;Piemonte;44,8383300000;8,9550000000;44,9141700000;8,6172200000;340;15050;131;1006107
Montemarzino;Alessandria;AL;Piemonte;44,8502800000;8,9925000000;44,9141700000;8,6172200000;349;15050;131;1006108
Morano sul Po;Alessandria;AL;Piemonte;45,1652800000;8,3652800000;44,9141700000;8,6172200000;1526;15025;142;1006109
Morbello;Alessandria;AL;Piemonte;44,6050000000;8,5097200000;44,9141700000;8,6172200000;434;15010;144;1006110
Mornese;Alessandria;AL;Piemonte;44,6413900000;8,7569400000;44,9141700000;8,6172200000;738;15075;143;1006111
Morsasco;Alessandria;AL;Piemonte;44,6666700000;8,5505600000;44,9141700000;8,6172200000;704;15010;144;1006112
Murisengo;Alessandria;AL;Piemonte;45,0852800000;8,1380600000;44,9141700000;8,6172200000;1484;15020;141;1006113
Novi Ligure;Alessandria;AL;Piemonte;44,7625000000;8,7855600000;44,9141700000;8,6172200000;28744;15067;143;1006114
Occimiano;Alessandria;AL;Piemonte;45,0600000000;8,5058300000;44,9141700000;8,6172200000;1380;15040;142;1006115
Odalengo Grande;Alessandria;AL;Piemonte;45,1102800000;8,1666700000;44,9141700000;8,6172200000;520;15020;142;1006116
Odalengo Piccolo;Alessandria;AL;Piemonte;45,0755600000;8,2000000000;44,9141700000;8,6172200000;267;15020;141;1006117
Olivola;Alessandria;AL;Piemonte;45,0388900000;8,3680600000;44,9141700000;8,6172200000;124;15030;142;1006118
Orsara Bormida;Alessandria;AL;Piemonte;44,6936100000;8,5605600000;44,9141700000;8,6172200000;405;15010;144;1006119
Ottiglio;Alessandria;AL;Piemonte;45,0555600000;8,3388900000;44,9141700000;8,6172200000;672;15038;142;1006120
Ovada;Alessandria;AL;Piemonte;44,6427800000;8,6458300000;44,9141700000;8,6172200000;11965;15076;143;1006121
Oviglio;Alessandria;AL;Piemonte;44,8630600000;8,4883300000;44,9141700000;8,6172200000;1322;15026;131;1006122
Ozzano Monferrato;Alessandria;AL;Piemonte;45,1036100000;8,3755600000;44,9141700000;8,6172200000;1501;15039;142;1006123
Paderna;Alessandria;AL;Piemonte;44,8216700000;8,8902800000;44,9141700000;8,6172200000;233;15050;131;1006124
Pareto;Alessandria;AL;Piemonte;44,5200000000;8,3822200000;44,9141700000;8,6172200000;634;15010;19;1006125
Parodi Ligure;Alessandria;AL;Piemonte;44,6736100000;8,7586100000;44,9141700000;8,6172200000;747;15060;143;1006126
Pasturana;Alessandria;AL;Piemonte;44,7500000000;8,7469400000;44,9141700000;8,6172200000;1217;15060;143;1006127
Pecetto di Valenza;Alessandria;AL;Piemonte;44,9894400000;8,6708300000;44,9141700000;8,6172200000;1260;15040;131;1006128
Pietra Marazzi;Alessandria;AL;Piemonte;44,9450000000;8,6708300000;44,9141700000;8,6172200000;914;15040;131;1006129
Piovera;Alessandria;AL;Piemonte;44,9613900000;8,7355600000;44,9141700000;8,6172200000;818;15040;131;1006130
Pomaro Monferrato;Alessandria;AL;Piemonte;45,0641700000;8,5947200000;44,9141700000;8,6172200000;386;15040;142;1006131
Pontecurone;Alessandria;AL;Piemonte;44,9616700000;8,9325000000;44,9141700000;8,6172200000;3867;15055;131;1006132
Pontestura;Alessandria;AL;Piemonte;45,1433300000;8,3330600000;44,9141700000;8,6172200000;1485;15027;142;1006133
Ponti;Alessandria;AL;Piemonte;44,6319400000;8,3644400000;44,9141700000;8,6172200000;639;15010;144;1006134
Ponzano Monferrato;Alessandria;AL;Piemonte;45,0869400000;8,2602800000;44,9141700000;8,6172200000;383;15020;141;1006135
Ponzone;Alessandria;AL;Piemonte;44,5908300000;8,4594400000;44,9141700000;8,6172200000;1114;15010;144;1006136
Pozzol Groppo;Alessandria;AL;Piemonte;44,8786100000;9,0308300000;44,9141700000;8,6172200000;378;15050;131;1006137
Pozzolo Formigaro;Alessandria;AL;Piemonte;44,7933300000;8,7830600000;44,9141700000;8,6172200000;4886;15068;143;1006138
Prasco;Alessandria;AL;Piemonte;44,6413900000;8,5500000000;44,9141700000;8,6172200000;565;15010;144;1006139
Predosa;Alessandria;AL;Piemonte;44,7527800000;8,6583300000;44,9141700000;8,6172200000;2128;15077;131;1006140
Quargnento;Alessandria;AL;Piemonte;44,9466700000;8,4880600000;44,9141700000;8,6172200000;1420;15044;131;1006141
Quattordio;Alessandria;AL;Piemonte;44,9002800000;8,4075000000;44,9141700000;8,6172200000;1682;15028;131;1006142
Ricaldone;Alessandria;AL;Piemonte;44,7361100000;8,4683300000;44,9141700000;8,6172200000;685;15010;144;1006143
Rivalta Bormida;Alessandria;AL;Piemonte;44,7127800000;8,5502800000;44,9141700000;8,6172200000;1447;15010;144;1006144
Rivarone;Alessandria;AL;Piemonte;44,9775000000;8,7161100000;44,9141700000;8,6172200000;371;15040;131;1006145
Roccaforte Ligure;Alessandria;AL;Piemonte;44,6788900000;9,0297200000;44,9141700000;8,6172200000;158;15060;143;1006146
Rocca Grimalda;Alessandria;AL;Piemonte;44,6725000000;8,6483300000;44,9141700000;8,6172200000;1548;15078;143;1006147
Rocchetta Ligure;Alessandria;AL;Piemonte;44,7086100000;9,0522200000;44,9141700000;8,6172200000;216;15060;143;1006148
Rosignano Monferrat;Alessandria;AL;Piemonte;45,0811100000;8,3983300000;44,9141700000;8,6172200000;1670;15030;142;1006149
