"spotify.id","name","genre","wikipedia.id","start.activity","popularity","followers"
"1zyN21R5gAOKv3hRy7itfh","Juri Camisasca","Rock progressivo",614980,1975,5,458
"6kVYoiNUDm8zgNteymtW9i","Kaledon","Heavy metal",1568652,1998,13,2532
"1zcrbeOxZmbVzWL25DncNp","Kaos Rock","Punk rock",4321913,1979,0,14
"6e4PwrSrYPtaxeVxZuOZbi","Karima","Pop",2327584,2003,19,1140
"7GshBwUhBWYqq8frXkBm8U","Katia Svizzero","Sigla musicale",1461823,1965,7,32
"476yjIj0Jk8iIl6V71pfjD","Kech","Indie rock",40720,2000,0,18
"00OX175uYCsHJPLZOjNJqe","Ken Laszlo","Italo disco",1753082,1984,35,8233
"2RGRunDq51zebNw2tXbGnh","Kenze Neke","Etno Rock",508980,1989,1,388
"6b5KqGQYLUb3NuD2G6W2Op","Kirlian Camera","Darkwave",1472743,1980,24,5057
"4vHvTif4JA3AQLVEQCuuDa","Klasse Kriminale","Street punk",609016,1985,12,1721
"03Qx8J2OxTAGgZqZ4rnaB0","Koto","Italo disco",7508232,1982,31,6462
"10xLagCi01FUUZjTymHoMv","Krikka Reggae","Reggae",466576,2001,18,2532
"5adAAGslNGb9O1ZWCrGz9V","Kunsertu","Folk rock",566690,1980,8,577
"7mSKpboJAyXUfZjUkb4lcr","Kutso","Rock alternativo",5549461,2006,20,4307
"2lOaLl6zWC1udY7wIHG2r8","L'Aura","Pop rock",385459,2005,33,11812
"6Y5ZOLZsRGdGlZqRBmtbEe","L'Invasione degli Omini Verdi","Melodic hardcore punk",364492,1999,11,1982
"3E0AdQIPzFjiMFto5NiKuM","L'Officina della Camomilla","Indie rock",5412308,2008,34,24963
"0MgjJjqK2jUyGDfd4aufBe","L'Orage","Folk rock",4883642,2009,12,1396
"7lB7wVnMKwqEeTDxO1BF6L","L'orso","Pop",5845638,2011,26,4205
"4P2CNdXc3sji6wG6tH0gHf","La Banda Improvvisa","Rock progressivo",1336899,2001,0,38
"64KxTrl5ovS7lD7pSNov9i","La Bionda","Disco",107128,1973,26,2247
"3zr2TCT0VLcoQmaOLJRePz","La Bottega dell'Arte","Pop",114985,1974,11,810
"3G8o3CAPJ6hHIFWhdNIULZ","La Camera Migliore","Rock",2197476,1997,0,128
"1GumEyZtJgQP1FV3oEMibm","La Ciapa Rusa","Folk",4698479,1977,1,145
"7nQZVqkaUxa3A62UJSisSB","La Coscienza di Zeno","Rock progressivo",5334819,2007,2,338
"2PIRpZUtTmB8NrUia24LS1","La Crus","Rock",48209,1993,19,2907
"2L0bKtUV2OKksHkjLzz3A1","La Differenza","Pop rock",2949288,2004,27,976
"5BMN8lVVF2P5sJhO0Zs7Fd","La Famiglia Rossi","Folk rock",893125,1994,2,428
"0Duytnut0KgYRjYmd6ixQw","La Leggenda New Trolls","Rock progressivo",2061892,2006,2,211
"0OZBzydisHkxee1Jt3VuEu","La Macina","Canzone popolare",1481414,1968,1,82
"1tYd74WXaoUZpZdoeGcgvZ","La maschera di cera","Rock progressivo",2253207,2001,3,882
"7Bfu7xszFipTtY0bMZgu72","La Metralli","Rock alternativo",6419716,2010,5,288
"4187LKnJ0v02SuuMezUIRs","La Quiete","Screamo",934772,1999,12,3670
"0YmQyGKpZgGSDxsC8iEGQU","La Rappresentante di Lista","Rock progressivo",6387055,2011,28,7380
"5N9gA2N6zaPIyzKDNOaylA","La Rionda","Folk",2947282,1991,0,16
"0t1P9udir2kuY3xvgRqV7Y","La Rua","Pop",6430177,2009,36,8839
"5zRiA3049iGaSKsjIm6RdJ","La Seconda Genesi","Rock progressivo",1777362,1971,0,67
"4G4BNskmS83NR6LWq2svwJ","La Sintesi","Pop rock",1486266,1991,3,219
"6ZjNVl1HS33uklSk3rpfvm","La Torre dell'Alchimista","Rock progressivo",2258705,1997,0,41
"3SG07EEING9Ytq5yFSSuff","Labyrinth","Heavy metal",481694,1991,27,11915
"4OAddazJM576euUnFSvXSL","Lacuna Coil","Gothic metal",277812,1994,52,251691
"4xsbbVfhjw1iCPyLKQdKQe","Ladri di Biciclette","Funk",189282,1984,24,473
"1YuEVev1Bfrd7yR00vSvQB","Lady Violet","Dance",1467289,1999,37,1902
"4NexpnAcmyss3BRUYkfiP0","Lalla Francia","Pop",1353130,1971,28,49
"5N5KOW2suXLGqtG5Wqzaph","Lalli","Indie rock",63160,1977,4,145
"5yxmWPSPBQl6HWu0a3pVq9","Lando Buzzanca",NA,316818,1959,0,5
"0KLf0yLtRDEjt1gH29ps7l","Lando Fiorini","Musica leggera",756506,1961,26,2113
"3zrDs0i3HdJdwvOsyb0RZ5","Lara Saint Paul","Pop",329940,1962,3,72
"1WtDh1WyD9Xjnr57Dch2S2","Latte & i Suoi Derivati",NA,805486,NA,0,134
"4di9TLoyXVRLmXm79GOvxQ","Latte e Miele","Rock progressivo",2352152,1971,6,1010
"0iZG0pbQ3TqivDtfzyREDL","Laura Freddi",NA,489373,NA,0,10
"69CtJ0wr3rLYQME5Nnh5mI","Lautari","World music",902892,1988,8,836
"0kedq9g73rzxWCosIjvTUY","Laxative Souls","Power electronics",3284496,1980,0,12
"5c6FpxgrNhkhLc3uNzF6wb","Le Braghe Corte","Ska punk",3399104,1997,3,228
"0WRtVWKd8JGUufCFjOciN4","Le Deva","Pop",6624822,2016,28,1681
"5KdQM9MsxN0vGes2TlO3zb","Le Figlie del Vento","Pop",291118,1973,1,58
"6lnSL91XbQXZJZw60GyyAi","Le luci della centrale elettrica","Rock alternativo",1780856,2007,43,61903
"0ubicRPuLAo20LlgIJgdyj","Le man avec les lunettes","Indie rock",1625241,2004,0,145
"5g5ZJqGa6uwDbBnTRzhm6C","Le Mani","Indie rock",1100792,2005,4,320
"4l0y6PDp6bfCxZw9BkX2V1","Le Masque","Chanson",1473673,1978,0,53
"6csYpDS804FCARAl1unHFM","Le Mele Verdi","Sigla",2140232,1974,1,79
"45Utoxop3UFq0Qg9YFLhx0","Le Orme","Rock progressivo",302720,1966,26,12283
"7yVog7EPCTU3X8WULoUBGJ","Le Pecore Nere","Beat",3629279,1965,0,16
"6ftxUixs6M6kWzVViZ3kZ3","Le Sorelle Bandiera","Pop",1961111,1976,0,43
"1psa9PTtxoSrdHI0hBvlFq","Le Stelle di Mario Schifano","Rock psichedelico",865023,1967,1,187
"3J3PdLj6v1uAs1mWKpzZbX","Le Vibrazioni","Rock alternativo",101888,1999,49,53193
"6quiKemlIR1U7YffwjnOQv","Leano Morelli","Pop",233701,1976,10,384
"4tbcRRWuhR6HId51HZ9Wad","Legittimo Brigantaggio","Combat folk",2537926,2002,0,130
"1HEDSDsmGBzcDm0MR0I3kr","Lele","Pop",6264058,2015,31,16054
"6m1rUIqtk10YWCyR5jFW9W","Lelio Luttazzi","Jazz",133323,1943,10,472
"0LLfG8dydj28taJ0i7HCe3","Leo Brandi",NA,2051378,NA,0,3
"0gB5XLjS3CQTAzg1jn7uJU","Leone di Lernia","Pop",1089675,1961,19,2546
"47cynT8Pehid56x4zjMhdi","Leopoldo Mastelloni","Pop",313205,1980,0,21
"0vvT7g2zRMAmNAVJsnnH8N","Les Anarchistes","Folk rock",867008,2001,4,505
"5mTg1ztZByLRHsOEtwmT4G","Levante","Pop",5326025,2013,49,92016
"6AScNlCcyhUHWqW96Jdb91","Lidia Martorana","Musica leggera",2212019,1935,1,60
"0M9ZMduZ7k3RvkfVY0qQxM","Lighea","Pop",101654,1993,2,93
"3Brxw6YtaE0LwtuYmbM0ey","Lina Sastri",NA,300245,NA,15,1112
"7cnrSIu2CDgWOMnfQEx0Pg","Linea 77","Nu metal",232684,1993,30,19379
"4ucrEiDRP5iFHhiXOHCNyE","Lingalad","Progressive folk",4471480,2000,4,332
"6dV7tQuFIXDX8nbGkWCSnz","Lion D","Roots reggae",5486745,2007,29,5183
"2OBBzEnrnozDeAu8gWfDf0","Lisa Fusco","Pop",1340673,1999,0,35
"1HmcAWATwElCmQheMCKGI7","Litfiba","Rock alternativo",39184,1980,45,70960
"1MBjY2JFotAGoTYDfO80cM","Lo Stato Sociale","Indie rock",4487576,2009,54,141273
"3Rbtl5QGOHMtfQOJZVTy3h","Locanda delle Fate","Rock progressivo",66747,1977,10,2661
"1vANzzDo9L1ZyCKJaYQQvq","Lodovica Comello","Pop",5318123,2009,43,52020
"6GjbWWx5Zmmwc5lSF8095y","Lola Ponce","Pop",1654894,2001,7,649
"0Iv0vTYiv7aykJWsXwXe1t","Lollipop","Pop",102468,2001,19,2071
"69QJWJndQWxTdumiqTWoLm","Lombroso","Rock",2347346,2004,3,754
"6vwWMr71jvuVrDQu92Li7U","Lorella Cuccarini","Pop",191109,1985,31,1846
"5CbGI8btGrSwKahe0fDL8G","Lorenzo Piani","Pop",4367543,1972,1,5
"5wxn5XmtQ6m1Ivjdhxtjn8","Lorenzo Pilat","Pop",473764,1964,1,140
"0r310cYIlI5aMcuDTChNlO","Loretta Goggi","Musica leggera",121462,1959,36,6208
"0qND4ojDsVHfdXhABRJkTN","Los Marcellos Ferial","Pop",193257,1962,16,392
"3SXADC4MxjeHVBxGVYhhpW","Lou Dalfin","Folk rock",1706648,1982,12,1432
"6itlMlgqhm9vckjPAsIxg4","Lou Tapage","Folk rock",2998417,1999,8,1679
"6qmUVlkCDtMubRVMoyXlJF","Louiselle","Musica leggera",1508470,1964,4,77
"5pxKcg9uA5SYFZZmTj4kUk","Lu Colombo","Pop",612760,1980,13,211
"0fVRSLIxVSdwTBc9GNYAj8","Luca Bassanese","Folk",3678531,2003,9,846
"0NZEqnRdYMIoHOcySCDQef","Luca Bonaffini","Musica d'autore",2641480,1985,0,19
"1wmD3O9TEeshZVuFVgpm0g","Luca Carboni","Pop",97287,1981,53,57373
"4JXvGMYRNLql4TdYYYEt7s","Luca Jurman","Soul",1887028,1982,11,492
"6umh2YdNCyejV93zJSQFYu","Luca Maggiore","Musica d'autore",5925217,1991,0,9
"6BUZ5B4JqpFAVwZpPdD4HO","Luca Morino","World music",868066,1991,0,23
"3i9cNeaj21cRH3FdvWrKQW","Luca Serio Bertolini","Folk rock",3402166,1998,18,91
"0PRRjT3oYRbOuybmBXzVwP","Luca Turilli's Rhapsody","Power metal",4087249,2011,27,19814
"439r0kS7E8GnOaOC6dzuMO","Luciana Dolliver",NA,1912054,NA,0,9
"1HAmSp5sxuKpcPaOcaiGp3","Luciana Gonzales","Musica leggera",676943,1955,4,10
"1URKxQ26AFyLXahk6uF6kf","Luciano Benevene","Musica leggera",1608437,NA,0,7
"2hPUzy3NC7dvlWznzMOE4P","Luciano Caldore","Pop",2406023,1996,22,2738
"5oodi1gj8ci1ezSeIUumiM","Luciano Tajoli","Musica leggera",93230,1939,21,870
"3mOfSidQgpoauMB9jR5cBE","Luciano Virgili","Musica leggera",210612,1948,4,126
"5BzIZJVSu94EFeDFUhIPTo","Lucilla Galeazzi",NA,1467715,NA,31,872
"3Z7JahLDm1y55WXIK9o5rP","Lucio Ardenzi",NA,3742962,NA,0,5
"6wNwv7d4o89uOjkH2EZPvM","Lucio Battisti","Pop rock",87191,1962,37,122202
"25MkkfEousyfp2eyh38FUl","Lucio Dalla","Soul",1217658,1962,55,187364
"1cOfzfbJWYf2UYZlC0v0Rs","Luigi Libra","Musica acustica",898059,1996,3,42
"4LTcFKYLVMAawZdfkT48Qv","Luigi Lopez",NA,5106673,NA,2,25
"22y0GH4p91t91dP3vFymzF","Luigi Maieron","Musica d'autore",861187,1990,0,65
"4F9VFl80sWpvTfXwLJZbhK","Luigi Tenco","Musica leggera",38870,1959,40,29410
"7ntsM2l3is6rPSu0eeByTi","Luisa Corna","Pop",102492,1992,7,64
"4bKX1jVfpD0JouuzsExjzV","Luisa Ronchini","Folk",7532916,1963,0,17
"4ZbsxiS90Pj1gLeDv3A9mN","Lùnapop","Pop",189961,1999,48,38304
"5xkUQl2YUo783z0VtacAMa","Mabel","Dance",4554835,1999,0,237
"1PbWkxVa4QXtDuI8LEsboM","Macbeth","Gothic metal",615522,1995,14,3993
"0UJ06Hqiumva8BYmUx6Tsh","Macho","Disco",7521133,1978,15,373
"2xh0uid2ei2yEfJfebTtqb","Madaski","Reggae",1091025,1981,2,348
"2tIYKLNVmTnflhlaack7Dz","Madreblu","Trip hop",1685736,1995,16,817
"3KRist2FYrqEXkxLunwaG9","Madrigali Magri","Post-rock",714671,1995,0,74
"1Y7ArNHpg4i7Yk9DJrdbhf","Mal","Beat",2251384,1962,13,628
"7pyOcE3SrGRFH1Y9MapCf7","Maldestro","Musica d'autore",6333100,2015,27,5791
"5jcswtptZttxBwWKXbR5k5","Malika Ayane","Synth pop",2112678,1995,45,90203
"7ukCWVidsyJ556av8jUIum","Mambassa","Indie rock",1700914,1995,2,339
"1AYR9Ow3g2tzBY9mQYCZUv","Mandragora Scream","Gothic metal",2210379,1997,18,5728
"37fmNVhNEYG17oi2CveOZS","Mangala Vallis","Rock progressivo",715903,1998,1,87
"5iBphIrmXEjfrqiuz5y6pY","Mango","Pop",101659,1976,39,22134
"2R9kGgbm360PH0SryCVf9p","Manuel Frattini",NA,719227,NA,7,71
"59PP4brVe9kmreXmenzpa4","Manuela Villa","Pop",1378743,1990,22,193
"28ZPU0Il6YjpK9qkm8grpX","Manuela Zanier","Pop",1847156,1999,0,9
"6W2yQ6vF1gcxYNHeTalfzl","Mara Mauri","Musica leggera",3728237,1946,0,6
"6IvnpywSnAcBLBjlyme9oW","Marcella Bella","Pop",1066739,1969,35,9314
"5cUldvYPnPTa0cUgsBHvGo","Marcello Colasurdo",NA,3440208,NA,3,203
"0D4q7geEPzF0aCzYs1elDu","Marco Armani","Pop",104002,1982,30,532
"1ha7znmf2l5cBuwMFMs5gU","Marco Baroni","Pop",6539498,1999,2,63
"2ccGZ8yjzs7WtPiSvFvSB3","Marco Carena","Rock",1339458,1980,3,225
"3fNxc8lFimZHQfRZHeskfj","Marco Carta","Pop",2456359,2007,36,31843
"7DNbX4g1ybWhLjSxc06q8W","Marco Cocci","Rock",744813,1994,1,44
"1ugbCSRhBlwtZkXm3SSHaU","Marco Destro","Pop",2068749,1994,18,163
"4l31PqTyDxu83BJY2N0oMG","Marco Guerzoni",NA,235095,NA,1,41
"3xGlLcG9CUrs5MvFkSLOS5","Marco Mengoni","Pop",2692228,2009,55,458720
"50R2jhClJp7RRDTafhv1nm","Marco Ongaro","Musica d'autore",2955897,1983,0,38
"7tcWHwjVl5HoFYX5Ylk2zr","Marco Parente","Pop",1989644,1996,3,936
"2UUqj8yIpJGSjEJgkL4IIY","Margherita Vicario","Pop",5019143,NA,14,2948
"6anaeWEVZRRTdhWVMp1wnb","Maria Antonietta","Pop rock",4826218,2007,34,12665
"2hbba2BStMNL0srnRkyZc1","Maria Carta","Canzone popolare",130128,1970,7,695
"774oiAZcD7voC42xLhmPV7","Maria Cristina Brancucci","Pop",2752048,1962,17,27
"7osWDc1ePRivacorjWyi7m","Maria Giovanna Cherchi","Canzone popolare",4144997,1995,12,410
"68EPG4O1rzNMTHfkB2pwZ6","Maria Grazia Buccella","Musica leggera",210297,NA,0,3
"6RQvIZoKwOuiJbV4T90KAR","Maria Jottini","Pop",1248860,1939,3,13
"1Kl58hRlEsbgWes2aYrWNC","Maria Nazionale","Pop",2522920,1985,29,4088
"4dmw6MoWrhhvEH9EJonoof","Mariangela","Acid Pop",876305,2001,5,115
"1hhYq9Huoi1NVi4BXkRBn0","Marianne Mirage","Pop soul",6266424,2016,26,2467
"5SF4dzLt9LfTGwVoZ6MT0i","Mariano Apicella","Pop",146852,2003,1,64
"5eYQXJHmWbKUs3T366HGAN","Marina Barone","Pop",2802255,1983,0,7
"5CjINifSPlnQrRV5dpEOsl","Marina Occhiena","Pop",329425,1965,0,5
"2XLDoRIbLGPDqTXeTrVIbo","Marino Marini","Musica leggera",1330025,1955,33,3564
"0Szipcd9J4t3fsliEv3DDq","Mario Abbate","Canzone napoletana",234275,1936,9,465
"7Amp54ynOe2QNHtDUttcpp","Mario Da Vinci","Pop",4955958,1961,1,145
"5NSRq8Px4WigbIZWl1Y57k","Mario Incudine","Musica siciliana",2468452,NA,38,887
"0gmUcvyx5v7xYwXMpqsxOX","Mario Latilla",NA,5996242,NA,1,7
"5TpsJRPpW5LIAfaZDjLLwG","Mario Lavezzi","Pop",595124,1963,16,390
"4DuBGFemu5Q5zOOcZ5F7ho","Mario Massa","Opera lirica",6009007,1904,1,44
"3oQugwTJgLV6SUEE3iqacm","Mario Merola","Canzone napoletana",504772,1959,22,3647
"708TVCCZ8cOxh10s4uKVc4","Mario Musella","Canzone napoletana",1953582,1962,3,154
"49FNtDucFgSKGl8JsiB68u","Mario Panseri","Musica d'autore",3267118,1969,0,16
"38HUaBvuLxzrK4tzuFajIv","Mario Pasqualillo","Canzone napoletana",2456329,1906,0,13
"0u0Tf6yC3DIS1PaZ5BcPVd","Mario Rosini","Pop",2256787,1989,5,126
"1xaJH9NMuR3721EGoHgTFi","Mario Tessuto","Pop",235109,1966,19,649
"6gpJrA299RliU3gj0pCr4w","Mario Trevi","Canzone napoletana",1582275,1955,12,1122
"2WmZMfrHMhLNAessZD1BZ6","Mario Venuti","Pop",102074,1982,30,7884
"0SwlfgN9GdlxOFG1kkNCYR","Mario Zelinotti","Pop",1193673,1964,0,17
"15tD0tLByy3DRPvfPMIaCy","Mariposa","Post-rock",853074,1999,6,645
"6Iymb12Gq6OGHyIcyQaC8v","Marisa Del Frate",NA,778911,1957,4,18
"02qdgARUiPdRrzubmAzeIl","Marisa Fiordaliso","Musica leggera",4001526,1935,0,20
"0YUmpPIiKZVCKGr79YJpJp","Marisa Sacchetto","Musica leggera",1289404,NA,0,9
"63UB7Qlfa7KGvuQftyq7ob","Marisa Sannia","Musica leggera",105803,1966,8,444
"1koU3PYin1x0g79oU9VB4A","Marlene Kuntz","Rock alternativo",143452,1987,35,36739
"6R72mfQaaEsRoWdlQv55X3","Marmaja","Canzone popolare",528568,1988,0,78
"3Unf6Rd3FARQiFG2fDeO62","Marsh Mallows","Hardcore punk",2951094,1998,10,582
"2S9e1hAGqLqWcjanufgFcn","Marta sui Tubi","Indie rock",2485523,2002,33,36874
"7nnCY4LgIrmH8jPxUDtUIz","Martinicca Boison","Folk",2731784,2002,6,401
"2JuRouMh9GWdAQinbpwT2C","Martiria","Epic metal",686300,1987,0,81
"3H6y31Ttbfeb5O7XrnFL7P","Marvellous Melodicos","Eurodance",2525057,1994,4,67
"5VhnfPg1YsCfdoS5QR9o6J","Marya","Hip hop",2484451,1997,2,48
"4XgBy2sFnAzKArGDCAgfIx","Masoko","Indie pop",2608452,1998,0,65
"0aO2j6SkiasLH1RMfEdPAp","Massimiliano D'Ambrosio","Musica d'autore",2572923,1994,0,51
"2CXoQTCpogx8NUG7CVwrHd","Massimo Bizzarri","Musica d'autore",696875,1964,2,11
"4tPbdT2fJCkmAITZlEi64T","Massimo Laguardia",NA,3370316,NA,0,11
"30AfPDcUhIDNaeWVWEotz9","Massimo Priviero","Rock",2508176,1988,9,300
"3kYQqQqKkxvlIg6UZ9SMg5","Massimo Riva","Rock",84334,1977,1,196
"24GE8PrrmxG6XocV1UQPmP","Massimo Volume","Post-rock",286496,1991,20,9948
"12qGb5EgU4bIV2ISnwAIQq","Massimo Zamboni","Punk rock",301565,1981,7,1030
"5UFwaRI2T0xpAFrn4R0azT","Mastercastle","Heavy metal",3009518,2008,5,707
"449mAbddAC2PAgNM3TLyc5","Matia Bazar","Pop",1450913,1975,40,20857
"1KmWMGs4c4gefrodKrV0g2","Matilda De Angelis",NA,6029326,NA,7,289
"21RqU08tcujA0D1NXvVToE","Matilde Politi","Folk",3560336,NA,1,132
"3Ut51rRtTTigBYWL6SWlFJ","Matrioska","Ska punk",2578723,1996,28,7245
"0yJcN2REzYcqNOToiZpCIe","Matteo Becucci","Pop rock",2337624,1993,7,795
"0mDNqfkG5HqoSUVvBbDNnY","Matteo Brancaleoni","Swing",1383664,2004,30,868
"4aoRUBp0RHtQywQBkiLFTh","Matteo Branciamore","Pop",613447,2006,24,3940
"1MoWiUguAg3DZX2bZ3JE60","Matteo Salvatore","Canzone popolare",2776830,1955,11,579
"6HB5CeqJWk7JkdUi65I87h","Mau Mau","World music",277291,1990,13,2224
"6WpYCXpMJ6JpvsX7xcR3Xq","Maurizio Arcieri","Pop rock",1751572,1967,1,80
"3V64ciMX6WGWdNaPJYM64v","Maurizio Capone","Drum and bass",3552861,1993,7,35
"0TTia6CjdZbxhrWzYmvyPA","Maurizio Fabrizio","Canzone popolare",1816010,1969,2,69
"5RNQe5NopjBjBV4otNC3It","Maurizio Geri","Canzone popolare",1078256,1982,5,97
"0lTx6nhkCUVwmRaT8dBPj1","Maurizio Vandelli","Beat",189242,1962,9,266
"0D7v7fZ06niESi9HqqKvTl","Mauro Ermanno Giovanardi","Musica d'autore",3036722,1980,21,2790
"2RpxY4oMWVZA3MJgF8VYgE","Mauro Nardi","Musica leggera",3622368,1977,26,5493
"06Gpq812wisG5Nl6IIwCWy","Max De Angelis","Pop",149474,2004,7,179
"6FcVd3KlRxozcLl19FMXu9","Max Pezzali","Pop rock",239883,1989,51,204133
"6p9KeMVhd7SS0CYh9l44bq","Maxophone","Rock progressivo",1439059,1973,6,1428
"3Rj4K75L3kVCxrJZTZNx6G","Meg","Pop psichedelico",483697,1994,26,9465
"0hE20Z0HAEHnVHM0v84MVR","Meganoidi","Ska",208930,1997,30,13957
"0DoxfbAxoISNySf35oVCN5","Mellow Mood","Reggae",4333672,2005,45,54862
"2FzBfLO85pYbw7sZ9LdHys","Melody Fall","Pop punk",3000185,2003,33,2580
"6o6qv9kvd54VpEfQXmsBmr","Meme Bianchi","Musica leggera",2448580,1934,0,20
"4iH602NPej332I9g9GgDG2","Mercanti di Liquore","Folk",22301,1995,22,5952
"1aUtXVpyuSdXgoNvyYn0QB","Metamorfosi","Rock progressivo",193389,1970,7,1279
"7gRx2htny4NtVY3JIEWQRr","Methedras","Thrash metal",866292,1996,2,495
"05JkDGFMHqlIz0GPjLh2p3","Mia Martini","Pop",2680562,1963,44,60465
"3rSCA7ASzunwmDQD12TqdA","Michele","Pop",189751,1958,13,374
"41mf8oVyAwlN8WfbFVFVLD","Michele Montanari","Musica leggera",2175704,1938,0,11
"2exd1qQDOqw4JRP88Wy6zP","Michele Straniero","Musica d'autore",2530983,1957,0,9
"1kRbVUJRutFi2672YVtzmx","Microspasmi","Hardcore hip hop",391684,1997,26,9857
"6Mv3vVeRt0ceyptR8xtbEP","Mietta","Pop rock",96899,1987,31,4766
"2qvfcbHzXrZbWmZ6httFa5","Mike Francis","New wave",1360460,1981,38,7580
"2Ur7Il39wnp9xhSmj9RLFD","Milagro","Pop",1628081,2007,1,79
"5AvCP5qzxTmk4cQmh0SUEw","Milky","Dance",4686047,1995,29,1627
"2yTY8E1aIo4qaM9m5teX8N","Milva","Musica leggera",100346,1958,29,5269
"3HL1CyOnDLFJo1Rr8YBlKy","Mina","Pop",1878769,1958,51,120052
"6an9YCv0S0Mj3rsaD9Ahpz","Ministri","Rock alternativo",1772865,2003,40,39031
"4jNcQYDa0gGXZXjhqyjKL0","Mino Di Martino","Beat",3755480,1960,0,26
"4XWQwKrCHHwk0YDkHMeJCB","Mino Reitano","Musica leggera",102477,1960,20,2472
"5Tu7KEsiLMT7gyi8Dvg6FO","Miranda Martino","Musica leggera",776940,1956,6,110
"2gHKluFHA6VuSY6g8wtaKH","Mirna Doris","Pop",3430847,1961,4,225
"4fUfHPEHyewEyrl0cLyCcp","Mistonocivo","Rock alternativo",2753922,1994,2,315
"2To0G08MzSq9EuLbMoo1DD","Mita Medici","Pop",1671186,1969,0,14
"3XWMnC1iL8xbWzUxNvAyE1","Miura","Rock",2014439,2002,1,165
"3Y42QTbwNJeqEVmrMknG0f","Mo-Do","Eurodance",600253,1994,35,5098
"68G6nChRvxA9eNggk34R9j","Moda","Pop rock",2081109,1983,1,37
"3ALm6zJLaJMWV0r89kuYtu","Modà","Pop",625165,2002,44,255047
"7H0A1BVbpyDdSmYWRulh4I","Modena City Ramblers","Combat folk",554454,1991,47,67387
"7vuE9dMkU7S5NZq0Ogx8zP","Mokadelic","Colonna sonora",2166102,2000,34,8360
"2AGsq5G3ME9ctnL21lHj1G","Montefiori Cocktail","Lounge",3998234,1997,36,4548
"3sW3Tb4nuYxjPwgCC0iZ2y","Moongarden","Rock progressivo",2004816,1993,6,673
"1FXHK05nyBt3fmMYfQljRi","Moony","Musica house",848428,1998,36,5127
"0hXmprApy9YY6Jsdiry4fq","Moravagine","Punk rock",51796,1995,7,719
"1biFNSu8C7AYMvXS3k2hhD","Morblus","Blues",3609810,1991,8,355
"6RUY9TXdPIoeOExtd9twr0","Morgan","Musica d'autore",2361946,1989,25,8778
"1alkWV8ZyqvNk0bAVcwdZh","Moseek","Pop",5874569,2010,19,8389
"3OorOx6080KUxM4ZK3EZbT","Motel Connection","Musica elettronica",114215,2000,20,8296
"6iwgdwusgF6198PxRkaFDs","Movie Star Junkies","Punk blues",2987512,2006,8,1255
"0FsVVkai5O2XhtmQ8fX2rA","Mp2","Pop",3577256,2002,0,19
"7K3sdvy5gcjUZ8cgGn9gCp","Murple","Rock progressivo",2249042,1973,1,307
"4RWamjGtVScGN2kfuoOm7V","Museo Rosenbach","Rock progressivo",228954,1971,9,3758
"72FSybayuFTHhztwkN9clb","Musica Elettronica Viva","Improvvisazione libera",3955259,1966,3,5158
"4SCNBobp8MbdOHco1VRiPc","Musica Nuda","Jazz",793421,2003,20,7872
"0eAzz5y2xzptjsHfvjaR74","Musicanova","Combat folk",1667928,1976,1,187
"1T5Wa42pK4sXHATOTcnWM4","Musicanti del piccolo borgo","Folk",715994,1980,1,42
"2rEXx9kmG189Lo6zqW0fkV","Musicisti Basso Lazio","Folk",5967347,2000,1,117
"5aDneg3tRz8PO16Lk3xSAr","My Awesome Mixtape","Indie rock",3018608,2006,2,377
"6RJSLoaPbwMo58MnK83v8o","My Mine","Italo disco",1566166,1983,28,1892
"1OfrEX3LMiXoschoy6Zq6L","Mysia","New age",2152252,1991,0,10
"6XqqSFvVBxgDun5GyPB0SQ","N.A.M.B.","Rock elettronico",1513322,2004,0,53
"37x1MqNXlCtuLLYSXYX7jA","Nada","Pop",93749,1969,40,16245
"2lz7gP3VJryZpbDeBzbCsF","Nada trio","Musica acustica",6352479,1997,12,575
"7ETc7IPiBipG1TPvRZW5at","Nanni Svampa","Rock demenziale",329695,1964,22,2122
"7jw9vF1hFRp1k8dDRNRiC5","Nanowar of Steel","Heavy metal",265169,2003,30,10668
"4kNBFzbIZQn9Id0P9RWc5t","Napoli Centrale","Jazz",509430,1975,18,4389
"7l1PI6pNxgE4z5Ej4eZj5j","Natalino Otto","Musica leggera",19775,1940,19,1088
"05MkoQVRNNR9rdUN3tV2tk","Nathalie","Pop rock",3228006,1998,24,199
"2Jye7qWyx60W2eKGKqmc06","Nduccio","Pop",730101,1975,8,425
"73n8NYaqRf2oJBuK7lWq0O","Necrodeath","Thrash metal",505443,1984,9,2946
"54dqxLAclwu0QSaTwCyCaF","Neffa","Pop",102092,1988,50,97416
"0jcv2NQ9E00MPk4PoRdMOq","Negazione","Hardcore punk",114287,1983,1,954
"1X9iZlQXfAAx4Vvmlqeao7","Negramaro","Rock alternativo",2231849,2001,61,324790
"0Tuudqq2NACRXkvTQGazY2","Negrita","Rock alternativo",102141,1991,52,139600
"5mXMQJHLLfym1KyNcDrhoZ","Nek","Pop",2001462,1986,56,181126
"5LxqVW0DiW0xBDHrAkIPcR","Nella Colombo","Musica leggera",778854,1941,5,72
"7eSUnZuqbQnc59IvpaRDft","Nello Daniele","Pop",1792272,1998,1,66
"0g7V33UfSB9bPx93fFCNzh","Neri Marcorè","Pop rock",295471,2008,3,56
